loss,mae,val_loss,val_mae
0.01187921967357397,0.07444930076599121,0.00812629982829094,0.06404416263103485
0.009772677905857563,0.06875704973936081,0.0075109489262104034,0.06072342023253441
0.00934060662984848,0.06740415841341019,0.007408977020531893,0.05780224874615669
0.009330661036074162,0.06702344864606857,0.007320119068026543,0.05905210226774216
0.00925861019641161,0.06696069985628128,0.0076519097201526165,0.05764933302998543
0.009304017759859562,0.06729189306497574,0.007505876012146473,0.05728858709335327
0.008916826918721199,0.06608458608388901,0.007443906739354134,0.05853622034192085
0.008966374211013317,0.06593765318393707,0.00722383102402091,0.057033028453588486
0.008828428573906422,0.06569650024175644,0.007194951642304659,0.05928406864404678
0.008782940916717052,0.06528959423303604,0.007490865886211395,0.060553114861249924
0.008813310414552689,0.06579528748989105,0.0070671094581484795,0.05745970830321312
0.008791610598564148,0.06550457328557968,0.007311394438147545,0.06148746609687805
0.00869837123900652,0.06516551226377487,0.007107122335582972,0.05705861374735832
0.00873473659157753,0.06567283719778061,0.007338754832744598,0.056970998644828796
0.008648148737847805,0.06547041237354279,0.007092657499015331,0.05673396214842796
0.008563486859202385,0.06496599316596985,0.007023803889751434,0.05684409663081169
0.008511305786669254,0.0645800307393074,0.007038149517029524,0.05751544609665871
0.008683410473167896,0.0655663013458252,0.007416234351694584,0.06041847914457321
0.008563137613236904,0.06519538164138794,0.007076181471347809,0.058600619435310364
0.008494364097714424,0.0650544986128807,0.007013741414994001,0.05753326043486595
0.008541751652956009,0.06507011502981186,0.006989510264247656,0.05743050575256348
0.00851677730679512,0.06542034447193146,0.007156642619520426,0.05683419480919838
0.008577496744692326,0.06552531570196152,0.0072930315509438515,0.06144535169005394
0.008634266443550587,0.06569787114858627,0.007044312544167042,0.05909398943185806
0.00854022428393364,0.06544798612594604,0.007063146680593491,0.05748926103115082
0.008534018881618977,0.06512696295976639,0.007247337605804205,0.0576278455555439
0.008492683991789818,0.06520021706819534,0.007425612770020962,0.06000799313187599
0.008520161733031273,0.06549493968486786,0.00708803441375494,0.05901896208524704
0.00842746626585722,0.06514383107423782,0.007239985279738903,0.0606633797287941
0.008500393480062485,0.06550809741020203,0.007084978278726339,0.056609246879816055
0.008487286046147346,0.0654323548078537,0.007382477167993784,0.060061924159526825
0.00846867449581623,0.0656600072979927,0.007074078544974327,0.05790022388100624
0.008480574935674667,0.06539113074541092,0.006992029957473278,0.0578887052834034
0.008500744588673115,0.06540065258741379,0.006985698360949755,0.0569787435233593
0.008425379171967506,0.06544745713472366,0.007041143719106913,0.058747924864292145
0.008401326835155487,0.06523638218641281,0.006971738301217556,0.056418806314468384
0.008454239927232265,0.06544896960258484,0.0069469609297811985,0.056849561631679535
0.008511178195476532,0.06575576215982437,0.0071485755033791065,0.05844349041581154
0.008487317711114883,0.06567087769508362,0.007008138578385115,0.05891582742333412
0.00841935258358717,0.06552093476057053,0.007030073553323746,0.057817794382572174
0.008441632613539696,0.0655142143368721,0.007135915104299784,0.059336014091968536
0.008487037383019924,0.06557068228721619,0.006918942555785179,0.0577910877764225
0.008417940698564053,0.06536054611206055,0.006931460462510586,0.0577472560107708
0.008446804247796535,0.0656295046210289,0.007040001451969147,0.05719450116157532
0.008438555523753166,0.06582243740558624,0.006958829704672098,0.057695429772138596
0.008365748450160027,0.06535778194665909,0.006880126893520355,0.057837050408124924
0.008307923562824726,0.06511303037405014,0.006867603864520788,0.05704038217663765
0.00834586750715971,0.06519486010074615,0.006919517181813717,0.057363227009773254
0.008369289338588715,0.06522751599550247,0.007101306691765785,0.058592163026332855
0.00841359794139862,0.06550554186105728,0.006893187295645475,0.05608443170785904
